datasheet_id|line|description|cost|
000003637|2|YOUR UNIT COSTS||
000003637|3|1 model|900|
000003637|4|1 model|900|
000003637|5|YOUR UNIT COSTS||
000003637|6|1 model|900|
000003638|1|YOUR UNIT COSTS||
000003638|2|YOUR UNIT COSTS||
000003638|3|1 model|900|
000003638|4|1 model|900|
000003638|5|YOUR UNIT COSTS||
000003638|6|1 model|900|
000003639|1|YOUR UNIT COSTS||
000003639|2|YOUR UNIT COSTS||
000003639|3|1 model|160|
000003639|4|1 model|160|
000003639|5|YOUR UNIT COSTS||
000003639|6|1 model|160|
000003640|1|YOUR UNIT COSTS||
000003640|2|YOUR UNIT COSTS||
000003640|3|1 model|160|
000003640|4|1 model|160|
000003640|5|YOUR UNIT COSTS||
000003640|6|1 model|160|
000003641|1|YOUR UNIT COSTS||
000003641|2|YOUR UNIT COSTS||
000003641|3|1 model|160|
000003641|4|1 model|160|
000003641|5|YOUR UNIT COSTS||
000003641|6|1 model|160|
000003642|1|YOUR UNIT COSTS||
000003642|2|YOUR UNIT COSTS||
000003642|3|1 model|160|
000003642|4|1 model|160|
000003642|5|YOUR UNIT COSTS||
000003642|6|1 model|160|
000003643|1|YOUR UNIT COSTS||
000003643|2|YOUR UNIT COSTS||
000003643|3|1 model|540|
000003643|4|1 model|540|
000003643|5|YOUR UNIT COSTS||
000003643|6|1 model|540|
000003644|1|YOUR UNIT COSTS||
000003644|2|YOUR UNIT COSTS||
000003644|3|1 model|540|
000003644|4|1 model|540|
000003644|5|YOUR UNIT COSTS||
000003644|6|1 model|540|
000003645|1|YOUR UNIT COSTS||
000003645|2|YOUR UNIT COSTS||
000003645|3|1 model|540|
000003645|4|1 model|540|
000003645|5|YOUR UNIT COSTS||
000003645|6|1 model|540|
000003646|1|YOUR UNIT COSTS||
000003646|2|YOUR UNIT COSTS||
000003646|3|1 model|540|
000003646|4|1 model|540|
000003646|5|YOUR UNIT COSTS||
000003646|6|1 model|540|
000003647|1|YOUR UNIT COSTS||
000003647|2|YOUR UNIT COSTS||
000003647|3|1 model|160|
000003647|4|1 model|160|
000003647|5|YOUR UNIT COSTS||
000003647|6|1 model|160|
000003648|1|YOUR UNIT COSTS||
000003648|2|YOUR UNIT COSTS||
000003648|3|1 model|160|
000003648|4|1 model|160|
000003648|5|YOUR UNIT COSTS||
000003648|6|1 model|160|
000003649|1|YOUR UNIT COSTS||
000003649|2|YOUR UNIT COSTS||
000003649|3|1 model|160|
000003649|4|1 model|160|
000003649|5|YOUR UNIT COSTS||
000003649|6|1 model|160|
000003650|1|YOUR UNIT COSTS||
000003650|2|YOUR UNIT COSTS||
000003650|3|1 model|160|
000003650|4|1 model|160|
000003650|5|YOUR UNIT COSTS||
000003650|6|1 model|160|
000003651|1|YOUR UNIT COSTS||
000003651|2|YOUR UNIT COSTS||
000003651|3|1 model|480|
000003651|4|1 model|480|
000003651|5|YOUR UNIT COSTS||
000003651|6|1 model|480|
000003652|1|YOUR UNIT COSTS||
000003652|2|YOUR UNIT COSTS||
000003652|3|1 model|480|
000003652|4|1 model|480|
000003652|5|YOUR UNIT COSTS||
000003652|6|1 model|480|
000003653|1|YOUR UNIT COSTS||
000003653|2|YOUR UNIT COSTS||
000003653|3|1 model|480|
000003653|4|1 model|480|
000003653|5|YOUR UNIT COSTS||
000003653|6|1 model|480|
000003654|1|YOUR UNIT COSTS||
000003654|2|YOUR UNIT COSTS||
000003654|3|1 model|480|
000003654|4|1 model|480|
000003654|5|YOUR UNIT COSTS||
000003654|6|1 model|480|
000003655|1|YOUR UNIT COSTS||
000003655|2|YOUR UNIT COSTS||
000003655|3|1 model|140|
000003655|4|1 model|140|
000003655|5|YOUR UNIT COSTS||
000003655|6|1 model|140|
000003656|1|YOUR UNIT COSTS||
000003656|2|YOUR UNIT COSTS||
000003656|3|1 model|140|
000003656|4|1 model|140|
000003656|5|YOUR UNIT COSTS||
000003656|6|1 model|140|
000003657|1|YOUR UNIT COSTS||
000003657|2|YOUR UNIT COSTS||
000003657|3|1 model|140|
000003657|4|1 model|140|
000003657|5|YOUR UNIT COSTS||
000003657|6|1 model|140|
000003658|1|YOUR UNIT COSTS||
000003658|2|YOUR UNIT COSTS||
000003658|3|1 model|140|
000003658|4|1 model|140|
000003658|5|YOUR UNIT COSTS||
000003658|6|1 model|140|
000003659|1|YOUR UNIT COSTS||
000003659|2|YOUR UNIT COSTS||
000003659|3|1 model|115|
000003659|4|1 model|115|
000003659|5|YOUR UNIT COSTS||
000003659|6|1 model|115|
000003660|1|YOUR UNIT COSTS||
000003660|2|YOUR UNIT COSTS||
000003660|3|1 model|115|
000003660|4|1 model|115|
000003660|5|YOUR UNIT COSTS||
000003660|6|1 model|115|
000003661|1|YOUR UNIT COSTS||
000003661|2|YOUR UNIT COSTS||
000003661|3|1 model|115|
000003661|4|1 model|115|
000003661|5|YOUR UNIT COSTS||
000003661|6|1 model|115|
000003662|1|YOUR UNIT COSTS||
000003662|2|YOUR UNIT COSTS||
000003662|3|1 model|115|
000003662|4|1 model|115|
000003662|5|YOUR UNIT COSTS||
000003662|6|1 model|115|
000003663|1|YOUR UNIT COSTS||
000003663|2|YOUR UNIT COSTS||
000003663|3|1 model|115|
000003663|4|1 model|115|
000003663|5|YOUR UNIT COSTS||
000003663|6|1 model|115|
000003664|1|YOUR UNIT COSTS||
000003664|2|YOUR UNIT COSTS||
000003664|3|1 model|115|
000003664|4|1 model|115|
000003664|5|YOUR UNIT COSTS||
000003664|6|1 model|115|
000003665|1|YOUR UNIT COSTS||
000003665|2|YOUR UNIT COSTS||
000003665|3|1 model|115|
000003665|4|1 model|115|
000003665|5|YOUR UNIT COSTS||
000003665|6|1 model|115|
000003666|1|YOUR UNIT COSTS||
000003666|2|YOUR UNIT COSTS||
000003666|3|1 model|115|
000003666|4|1 model|115|
000003666|5|YOUR UNIT COSTS||
000003666|6|1 model|115|
000003667|1|YOUR UNIT COSTS||
000003667|2|YOUR UNIT COSTS||
000003667|3|1 model|90|
000003667|4|1 model|90|
000003667|5|YOUR UNIT COSTS||
000003667|6|1 model|90|
000003668|1|YOUR UNIT COSTS||
000003668|2|YOUR UNIT COSTS||
000003668|3|1 model|90|
000003668|4|1 model|90|
000003668|5|YOUR UNIT COSTS||
000003668|6|1 model|90|
000003669|1|YOUR UNIT COSTS||
000003669|2|YOUR UNIT COSTS||
000003669|3|1 model|90|
000003669|4|1 model|90|
000003669|5|YOUR UNIT COSTS||
000003669|6|1 model|90|
000003670|1|YOUR UNIT COSTS||
000003670|2|YOUR UNIT COSTS||
000003670|3|1 model|90|
000003670|4|1 model|90|
000003670|5|YOUR UNIT COSTS||
000003670|6|1 model|90|
000003671|1|YOUR UNIT COSTS||
000003671|2|YOUR UNIT COSTS||
000003671|3|1 model|250|
000003671|4|1 model|250|
000003671|5|YOUR UNIT COSTS||
000003671|6|1 model|250|
000003672|1|YOUR UNIT COSTS||
000003672|2|YOUR UNIT COSTS||
000003672|3|1 model|250|
000003672|4|1 model|250|
000003672|5|YOUR UNIT COSTS||
000003672|6|1 model|250|
000003673|1|YOUR UNIT COSTS||
000003673|2|YOUR UNIT COSTS||
000003673|3|1 model|250|
000003673|4|1 model|250|
000003673|5|YOUR UNIT COSTS||
000003673|6|1 model|250|
000003674|1|YOUR UNIT COSTS||
000003674|2|YOUR UNIT COSTS||
000003674|3|1 model|250|
000003674|4|1 model|250|
000003674|5|YOUR UNIT COSTS||
000003674|6|1 model|250|
000003675|1|YOUR UNIT COSTS||
000003675|2|YOUR UNIT COSTS||
000003675|3|1 model|180|
000003675|4|1 model|180|
000003675|5|YOUR UNIT COSTS||
000003675|6|1 model|180|
000003676|1|YOUR UNIT COSTS||
000003676|2|YOUR UNIT COSTS||
000003676|3|1 model|180|
000003676|4|1 model|180|
000003676|5|YOUR UNIT COSTS||
000003676|6|1 model|180|
000003677|1|YOUR UNIT COSTS||
000003677|2|YOUR UNIT COSTS||
000003677|3|1 model|180|
000003677|4|1 model|180|
000003677|5|YOUR UNIT COSTS||
000003677|6|1 model|180|
000003678|1|YOUR UNIT COSTS||
000003678|2|YOUR UNIT COSTS||
000003678|3|1 model|180|
000003678|4|1 model|180|
000003678|5|YOUR UNIT COSTS||
000003678|6|1 model|180|
000003679|1|YOUR UNIT COSTS||
000003679|2|YOUR UNIT COSTS||
000003679|3|1 model|320|
000003679|4|1 model|320|
000003679|5|YOUR UNIT COSTS||
000003679|6|1 model|320|
000003680|1|YOUR UNIT COSTS||
000003680|2|YOUR UNIT COSTS||
000003680|3|1 model|320|
000003680|4|1 model|320|
000003680|5|YOUR UNIT COSTS||
000003680|6|1 model|320|
000003681|1|YOUR UNIT COSTS||
000003681|2|YOUR UNIT COSTS||
000003681|3|1 model|320|
000003681|4|1 model|320|
000003681|5|YOUR UNIT COSTS||
000003681|6|1 model|320|
000003682|1|YOUR UNIT COSTS||
000003682|2|YOUR UNIT COSTS||
000003682|3|1 model|320|
000003682|4|1 model|320|
000003682|5|YOUR UNIT COSTS||
000003682|6|1 model|320|
000003683|1|YOUR UNIT COSTS||
000003683|2|YOUR UNIT COSTS||
000003683|3|1 model|160|
000003683|4|1 model|160|
000003683|5|YOUR UNIT COSTS||
000003683|6|1 model|160|
000003684|1|YOUR UNIT COSTS||
000003684|2|YOUR UNIT COSTS||
000003684|3|1 model|160|
000003684|4|1 model|160|
000003684|5|YOUR UNIT COSTS||
000003684|6|1 model|160|
000003685|1|YOUR UNIT COSTS||
000003685|2|YOUR UNIT COSTS||
000003685|3|1 model|160|
000003685|4|1 model|160|
000003685|5|YOUR UNIT COSTS||
000003685|6|1 model|160|
000003686|1|YOUR UNIT COSTS||
000003686|2|YOUR UNIT COSTS||
000003686|3|1 model|160|
000003686|4|1 model|160|
000003686|5|YOUR UNIT COSTS||
000003686|6|1 model|160|
000003687|1|YOUR UNIT COSTS||
000003687|2|YOUR UNIT COSTS||
000003687|3|1 model|420|
000003687|4|1 model|420|
000003687|5|YOUR UNIT COSTS||
000003687|6|1 model|420|
000003688|1|YOUR UNIT COSTS||
000003688|2|YOUR UNIT COSTS||
000003688|3|1 model|420|
000003688|4|1 model|420|
000003688|5|YOUR UNIT COSTS||
000003688|6|1 model|420|
000003689|1|YOUR UNIT COSTS||
000003689|2|YOUR UNIT COSTS||
000003689|3|1 model|420|
000003689|4|1 model|420|
000003689|5|YOUR UNIT COSTS||
000003689|6|1 model|420|
000003690|1|YOUR UNIT COSTS||
000003690|2|YOUR UNIT COSTS||
000003690|3|1 model|420|
000003690|4|1 model|420|
000003690|5|YOUR UNIT COSTS||
000003690|6|1 model|420|
000003693|1|YOUR UNIT COSTS||
000003693|2|1 model|90|
000003694|1|YOUR UNIT COSTS||
000003694|2|1 model|55|
000003694|3|2 models|100|
000003694|4|3 models|150|
000003695|1|YOUR UNIT COSTS||
000003695|2|1 model|50|
000003698|1|YOUR 1ST TO 2ND UNITS COST||
000003698|2|3 models|80|
000003698|3|6 models| 160|
000003698|4|YOUR 3RD + UNIT COSTS||
000003698|5|3 models|90|
000003698|6|6 models| 170|
000003699|1|YOUR 1ST TO 2ND UNITS COST||
000003699|2|3 models|125|
000003699|3|YOUR 3RD + UNIT COSTS||
000003699|4|3 models|135|
000003700|1|YOUR 1ST TO 2ND UNITS COST||
000003700|2|3 models|100|
000003700|3|YOUR 3RD + UNIT COSTS||
000003700|4|3 models|110|
000003700|5|WARGEAR OPTIONS||
000003700|6|per Missile pod|5|
000003701|1|YOUR 1ST TO 2ND UNITS COST||
000003701|2|3 models| 100|
000003701|3|YOUR 3RD + UNIT COSTS||
000003701|4|3 models| 110|
000003701|5|WARGEAR OPTIONS||
000003701|6|per T&#x27;au flamer|5|
000003702|1|YOUR UNIT COSTS||
000003702|2|1 model|50|
000003703|1|YOUR UNIT COSTS||
000003703|2|1 model|60|
000003704|1|YOUR UNIT COSTS||
000003704|2|1 model|45|
000003705|1|YOUR UNIT COSTS||
000003705|2|1 model|80|
000003706|1|YOUR 1ST TO 2ND UNITS COST||
000003706|2|3 models|85|
000003706|3|6 models|170|
000003706|4|YOUR 3RD + UNIT COSTS||
000003706|5|3 models|95|
000003706|6|6 models|180|
000003707|1|YOUR 1ST TO 2ND UNITS COST||
000003707|2|1 model|85|
000003707|3|YOUR 3RD + UNIT COSTS||
000003707|4|1 model|95|
000003710|1|YOUR UNIT COSTS||
000003710|2|10 models|90|
000003711|1|YOUR UNIT COSTS||
000003711|2|1 model| 80|
000003712|1|YOUR 1ST TO 2ND UNITS COST||
000003712|2|1 model|45|
000003712|3|YOUR 3RD + UNIT COSTS||
000003712|4|1 model|50|
000003713|1|YOUR UNIT COSTS||
000003713|2|10 models|50|
000003713|3|20 models|100|
000003714|1|YOUR UNIT COSTS||
000003714|2|1 model|75|
000003715|1|YOUR UNIT COSTS||
000003715|2|1 model|75|
000003716|1|YOUR UNIT COSTS||
000003716|2|5 models|75|
000003716|3|10 models| 140|
000003811|1|YOUR UNIT COSTS||
000003811|2|1 model|45|
000003812|1|YOUR UNIT COSTS||
000003812|2|1 model|40|
000003813|1|<div class="dsHeaderAoI">AGENTS OF THE IMPERIUM Detachment</div>||
000003813|2|YOUR UNIT COSTS||
000003813|3|5 models| 175|
000003813|4|WARGEAR OPTIONS||
000003813|5|per Psycannon|5|
000003813|6|<div class="dsHeaderAoI">Assigned Agent</div>||
000003813|7|YOUR UNIT COSTS||
000003813|8|5 models| 190|
000003813|9|WARGEAR OPTIONS||
000003813|10|per Psycannon|5|
000003814|1|YOUR UNIT COSTS||
000003814|2|1 model|65|
000003815|1|YOUR UNIT COSTS||
000003815|2|1 model|95|
000003816|1|YOUR UNIT COSTS||
000003816|2|5 models|100|
000003816|3|10 models|190|
000003817|1|YOUR UNIT COSTS||
000003817|2|1 model|180|
000003818|1|<div class="dsHeaderAoI">AGENTS OF THE IMPERIUM Detachment</div>||
000003818|2|YOUR UNIT COSTS||
000003818|3|10 models|100|
000003818|4|<div class="dsHeaderAoI">Assigned Agent</div>||
000003818|5|YOUR UNIT COSTS||
000003818|6|10 models| 110|
000003819|1|<div class="dsHeaderAoI">AGENTS OF THE IMPERIUM Detachment</div>||
000003819|2|YOUR 1ST TO 3RD UNITS COST||
000003819|3|1 model| 90|
000003819|4|YOUR 4TH + UNIT COSTS||
000003819|5|1 model|100|
000003819|6|WARGEAR OPTIONS||
000003819|7|per Twin multi-melta|15|
000003819|8|<div class="dsHeaderAoI">Assigned Agent</div>||
000003819|9|YOUR 1ST TO 3RD UNITS COST||
000003819|10|1 model| 105|
000003819|11|YOUR 4TH + UNIT COSTS||
000003819|12|1 model|115|
000003819|13|WARGEAR OPTIONS||
000003819|14|per Twin multi-melta|15|
000003820|1|YOUR 1ST TO 3RD UNITS COST||
000003820|2|1 model| 60|
000003820|3|YOUR 4TH + UNIT COSTS||
000003820|4|1 model|70|
000003821|1|YOUR UNIT COSTS||
000003821|2|11 models|220|
000003822|1|YOUR UNIT COSTS||
000003822|2|5 models|210|
000003822|3|10 models|420|
000003823|1|YOUR UNIT COSTS||
000003823|2|3 models|70|
000003823|3|6 models|140|
000003824|1|YOUR UNIT COSTS||
000003824|2|5 models|160|
000003824|3|10 models|320|
000003825|1|YOUR UNIT COSTS||
000003825|2|5 models|100|
000003825|3|10 models|200|
000003826|1|YOUR UNIT COSTS||
000003826|2|5 models|120|
000003826|3|10 models|240|
000003827|1|YOUR UNIT COSTS||
000003827|2|5 models|90|
000003827|3|10 models|180|
000003828|1|YOUR UNIT COSTS||
000003828|2|1 model|40|
000003828|3|2 models|80|
000003829|1|YOUR UNIT COSTS||
000003829|2|1 model|30|
000003830|1|YOUR 1ST TO 3RD UNITS COST||
000003830|2|1 model| 65|
000003830|3|YOUR 4TH + UNIT COSTS||
000003830|4|1 model|75|
000003831|1|YOUR UNIT COSTS||
000003831|2|1 model|80|
000003832|1|YOUR UNIT COSTS||
000003832|2|1 model|70|
000003833|1|YOUR UNIT COSTS||
000003833|2|1 model|75|
000003834|1|YOUR UNIT COSTS||
000003834|2|10 models| 95|
000003835|1|YOUR UNIT COSTS||
000003835|2|1 model|145|
000003836|1|YOUR UNIT COSTS||
000003836|2|5 models|125|
000003836|3|10 models|250|
000003837|1|YOUR UNIT COSTS||
000003837|2|5 models|140|
000003837|3|10 models|280|
000003839|1|YOUR UNIT COSTS||
000003839|2|1 model| 60|
000003840|1|YOUR UNIT COSTS||
000003840|2|1 model|60|
000003841|1|YOUR UNIT COSTS||
000003841|2|1 model|35|
000003842|1|YOUR UNIT COSTS||
000003842|2|10 models|85|
000003843|1|YOUR UNIT COSTS||
000003843|2|10 models| 85|
000003844|1|YOUR 1ST TO 2ND UNITS COST||
000003844|2|1 model|45|
000003844|3|YOUR 3RD + UNIT COSTS||
000003844|4|1 model|50|
000003845|1|YOUR 1ST TO 2ND UNITS COST||
000003845|2|5 models|90|
000003845|3|YOUR 3RD + UNIT COSTS||
000003845|4|5 models|100|
000003846|1|YOUR UNIT COSTS||
000003846|2|2 models|70|
000003847|1|YOUR UNIT COSTS||
000003847|2|1 model|65|
000003848|1|YOUR UNIT COSTS||
000003848|2|1 model|60|
000003849|1|YOUR UNIT COSTS||
000003849|2|10 models|50|
000003849|3|20 models|90|
000003850|1|YOUR UNIT COSTS||
000003850|2|10 models|50|
000003850|3|20 models|100|
000003851|1|YOUR 1ST TO 2ND UNITS COST||
000003851|2|8 models|90|
000003851|3|16 models|195|
000003851|4|YOUR 3RD + UNIT COSTS||
000003851|5|8 models|110|
000003851|6|16 models|215|
000003852|1|YOUR UNIT COSTS||
000003852|2|10 models|60|
000003853|1|YOUR UNIT COSTS||
000003853|2|10 models|70|
000003854|1|YOUR UNIT COSTS||
000003854|2|7 models|125|
000003855|1|YOUR UNIT COSTS||
000003855|2|16 models|85|
000003856|1|YOUR UNIT COSTS||
000003856|2|4 models|55|
000003857|1|YOUR UNIT COSTS||
000003857|2|3 models|75|
000003858|1|YOUR UNIT COSTS||
000003858|2|4 models|40|
000003858|3|7 models|70|
000003859|1|YOUR UNIT COSTS||
000003859|2|3 models|95|
000003860|1|YOUR UNIT COSTS||
000003860|2|3 models|95|
000003861|1|YOUR 1ST TO 2ND UNITS COST||
000003861|2|6 models|135|
000003861|3|YOUR 3RD + UNIT COSTS||
000003861|4|6 models|145|
000003871|1|YOUR UNIT COSTS||
000003871|2|1 model|95|
000003872|1|YOUR UNIT COSTS||
000003872|2|1 model|65|
000003873|1|YOUR UNIT COSTS||
000003873|2|5 models|180|
000003873|3|10 models|330|
000003873|4|WARGEAR OPTIONS||
000003873|5|per Thunder Hammer|5|
000003874|1|YOUR 1ST TO 2ND UNITS COST||
000003874|2|10 models|265|
000003874|3|YOUR 3RD + UNIT COSTS||
000003874|4|10 models|280|
000003875|1|YOUR UNIT COSTS||
000003875|2|11 models|220|
000003876|1|YOUR UNIT COSTS||
000003876|2|5 models| 100|
000003876|3|10 models| 180|
000003877|1|YOUR UNIT COSTS||
000003877|2|1 model|80|
000003878|1|YOUR UNIT COSTS||
000003878|2|1 model|70|
000003879|1|YOUR UNIT COSTS||
000003879|2|1 model|185|
000003880|1|YOUR UNIT COSTS||
000003880|2|1 model|65|
000003881|1|YOUR UNIT COSTS||
000003881|2|10 models|80|
000003881|3|20 models|155|
000003882|1|YOUR 1ST TO 3RD UNITS COST||
000003882|2|1 model| 80|
000003882|3|YOUR 4TH + UNIT COSTS||
000003882|4|1 model|90|
000003883|1|YOUR UNIT COSTS||
000003883|2|1 model|60|
000003884|1|YOUR UNIT COSTS||
000003884|2|1 model|135|
000003885|1|YOUR 1ST TO 2ND UNITS COST||
000003885|2|1 model|80|
000003885|3|YOUR 3RD + UNIT COSTS||
000003885|4|1 model|90|
000003886|1|YOUR 1ST TO 2ND UNITS COST||
000003886|2|5 models|125|
000003886|3|YOUR 3RD + UNIT COSTS||
000003886|4|5 models|135|
000003887|1|YOUR UNIT COSTS||
000003887|2|1 model|140|
000003888|1|YOUR UNIT COSTS||
000003888|2|3 models| 55|
000003888|3|6 models| 105|
000003889|1|YOUR UNIT COSTS||
000003889|2|6 models| 60|
000003890|1|YOUR UNIT COSTS||
000003890|2|1 model|75|
000003891|1|YOUR UNIT COSTS||
000003891|2|5 models|60|
000003892|1|YOUR 1ST UNIT COSTS||
000003892|2|1 model|290|
000003892|3|YOUR 2ND + UNIT COSTS||
000003892|4|1 model|305|
000003893|1|YOUR 1ST TO 2ND UNITS COST||
000003893|2|5 models|65|
000003893|3|10 models|95|
000003893|4|YOUR 3RD + UNIT COSTS||
000003893|5|5 models|75|
000003893|6|10 models|105|
000003894|1|YOUR UNIT COSTS||
000003894|2|3 models| 70|
000003895|1|YOUR UNIT COSTS||
000003895|2|4 models| 70|
000003895|3|WARGEAR OPTIONS||
000003895|4|per Krieg heavy flamer|5|
000003896|1|YOUR UNIT COSTS||
000003896|2|1 model|95|
000003897|1|YOUR UNIT COSTS||
000003897|2|2 models|90|
000003897|3|WARGEAR OPTIONS||
000003897|4|per Bombast field gun|10|
000003898|1|YOUR UNIT COSTS||
000003898|2|5 models|60|
000003898|3|10 models|110|
000003909|1|YOUR UNIT COSTS||
000003909|2|1 model|135|
000003910|1|YOUR 1ST UNIT COSTS||
000003910|2|1 model|110|
000003910|3|YOUR 2ND + UNIT COSTS||
000003910|4|1 model|125|
000003911|1|YOUR UNIT COSTS||
000003911|2|1 model|60|
000003912|1|YOUR UNIT COSTS||
000003912|2|1 model|60|
000003913|1|YOUR 1ST UNIT COSTS||
000003913|2|1 model| 380|
000003913|3|YOUR 2ND + UNIT COSTS||
000003913|4|1 model| 400|
000003914|1|YOUR UNIT COSTS||
000003914|2|1 model|85|
000003915|1|YOUR UNIT COSTS||
000003915|2|1 model|45|
000003916|1|YOUR UNIT COSTS||
000003916|2|10 models|110|
000003917|1|YOUR UNIT COSTS||
000003917|2|10 models|90|
000003918|1|YOUR 1ST TO 2ND UNITS COST||
000003918|2|5 models|80|
000003918|3|10 models|160|
000003918|4|YOUR 3RD + UNIT COSTS||
000003918|5|5 models|90|
000003918|6|10 models|170|
000003919|1|YOUR UNIT COSTS||
000003919|2|3 models|65|
000003919|3|6 models|120|
000003920|1|YOUR 1ST TO 3RD UNITS COST||
000003920|2|1 model| 70|
000003920|3|YOUR 4TH + UNIT COSTS||
000003920|4|1 model|80|
000003921|1|YOUR 1ST TO 3RD UNITS COST||
000003921|2|1 model| 65|
000003921|3|YOUR 4TH + UNIT COSTS||
000003921|4|1 model|75|
000003922|1|YOUR UNIT COSTS||
000003922|2|5 models|80|
000003937|1|YOUR UNIT COSTS||
000003937|2|1 model|40|
000003938|1|YOUR UNIT COSTS||
000003938|2|1 model|55|
000003939|1|YOUR UNIT COSTS||
000003939|2|5 models| 60|
000003940|1|YOUR UNIT COSTS||
000003940|2|5 models|60|
000003941|1|YOUR UNIT COSTS||
000003941|2|6 models| 60|
000003942|1|YOUR 1ST TO 2ND UNITS COST||
000003942|2|1 model| 195|
000003942|3|YOUR 3RD + UNIT COSTS||
000003942|4|1 model| 210|
000003942|5|WARGEAR OPTIONS||
000003942|6|per Demolisher battle cannon|15|
000003942|7|per Multi-melta|5|
000003942|8|per Lascannon|5|
000003942|9|per Plasma cannon|5|
000003943|1|YOUR UNIT COSTS||
000003943|2|1 model|60|
000003944|1|YOUR 1ST UNIT COSTS||
000003944|2|1 model|290|
000003944|3|YOUR 2ND + UNIT COSTS||
000003944|4|1 model|305|
000003945|1|YOUR UNIT COSTS||
000003945|2|1 model|35|
000003946|1|YOUR UNIT COSTS||
000003946|2|5 models|45|
000003947|1|YOUR UNIT COSTS||
000003947|2|5 models|80|
000003948|1|YOUR UNIT COSTS||
000003948|2|10 models| 70|
000003948|3|20 models|145|
000003949|1|YOUR UNIT COSTS||
000003949|2|10 models| 70|
000003949|3|20 models| 135|
000003950|1|YOUR UNIT COSTS||
000003950|2|10 models| 70|
000003950|3|20 models| 135|
000003951|1|YOUR 1ST TO 3RD UNITS COST||
000003951|2|1 model| 75|
000003951|3|YOUR 4TH + UNIT COSTS||
000003951|4|1 model|85|
000003952|1|YOUR 1ST TO 3RD UNITS COST||
000003952|2|1 model| 65|
000003952|3|YOUR 4TH + UNIT COSTS||
000003952|4|1 model|75|
000003953|1|YOUR 1ST TO 3RD UNITS COST||
000003953|2|1 model| 75|
000003953|3|YOUR 4TH + UNIT COSTS||
000003953|4|1 model|85|
000003954|1|YOUR UNIT COSTS||
000003954|2|1 model|90|
000003955|1|YOUR UNIT COSTS||
000003955|2|1 model|145|
000003956|1|YOUR UNIT COSTS||
000003956|2|1 model|110|
000003957|1|YOUR UNIT COSTS||
000003957|2|1 model|95|
000003958|1|YOUR UNIT COSTS||
000003958|2|1 model|95|
000003959|1|YOUR UNIT COSTS||
000003959|2|1 model|45|
000003959|3|2 models|90|
000003960|1|YOUR UNIT COSTS||
000003960|2|1 model|65|
000003960|3|2 models|120|
000003961|1|YOUR UNIT COSTS||
000003961|2|1 model|95|
000003962|1|YOUR 1ST TO 2ND UNITS COST||
000003962|2|5 models|60|
000003962|3|10 models|120|
000003962|4|YOUR 3RD + UNIT COSTS||
000003962|5|5 models|65|
000003962|6|10 models|125|
000003963|1|YOUR 1ST UNIT COSTS||
000003963|2|1 model| 415|
000003963|3|YOUR 2ND + UNIT COSTS||
000003963|4|1 model| 450|
000003964|1|YOUR 1ST UNIT COSTS||
000003964|2|1 model| 385|
000003964|3|YOUR 2ND + UNIT COSTS||
000003964|4|1 model| 420|
000003965|1|YOUR 1ST UNIT COSTS||
000003965|2|1 model| 415|
000003965|3|YOUR 2ND + UNIT COSTS||
000003965|4|1 model| 450|
000003966|1|YOUR 1ST UNIT COSTS||
000003966|2|1 model|115|
000003966|3|YOUR 2ND + UNIT COSTS||
000003966|4|1 model|135|
000003967|1|YOUR UNIT COSTS||
000003967|2|3 models|65|
000003968|1|YOUR UNIT COSTS||
000003968|2|3 models| 70|
000003969|1|YOUR UNIT COSTS||
000003969|2|5 models|60|
000003969|3|10 models|110|
000003970|1|YOUR 1ST UNIT COSTS||
000003970|2|1 model|125|
000003970|3|YOUR 2ND + UNIT COSTS||
000003970|4|1 model|135|
000003971|1|YOUR 1ST UNIT COSTS||
000003971|2|1 model| 380|
000003971|3|YOUR 2ND + UNIT COSTS||
000003971|4|1 model| 410|
000003972|1|YOUR UNIT COSTS||
000003972|2|2 models|90|
000003972|3|WARGEAR OPTIONS||
000003972|4|per Bombast field gun|10|
000003973|1|YOUR 1ST UNIT COSTS||
000003973|2|1 model| 385|
000003973|3|YOUR 2ND + UNIT COSTS||
000003973|4|1 model| 415|
000003974|1|YOUR 1ST TO 2ND UNITS COST||
000003974|2|1 model|125|
000003974|3|YOUR 3RD + UNIT COSTS||
000003974|4|1 model|135|
000003975|1|YOUR UNIT COSTS||
000003975|2|1 model|90|
000003976|1|YOUR 1ST TO 2ND UNITS COST||
000003976|2|10 models| 105|
000003976|3|YOUR 3RD + UNIT COSTS||
000003976|4|10 models| 120|
000003977|1|YOUR 1ST TO 2ND UNITS COST||
000003977|2|5 models|65|
000003977|3|10 models|95|
000003977|4|YOUR 3RD + UNIT COSTS||
000003977|5|5 models|75|
000003977|6|10 models|105|
000003978|1|YOUR UNIT COSTS||
000003978|2|4 models| 70|
000003978|3|WARGEAR OPTIONS||
000003978|4|per Krieg heavy flamer|5|
000003979|1|YOUR 1ST TO 2ND UNITS COST||
000003979|2|1 model| 160|
000003979|3|YOUR 3RD + UNIT COSTS||
000003979|4|1 model| 175|
000003979|5|WARGEAR OPTIONS||
000003979|6|per Multi-melta|5|
000003979|7|per Lascannon|5|
000003979|8|per Plasma cannon|5|
000003980|1|YOUR 1ST TO 2ND UNITS COST||
000003980|2|1 model| 160|
000003980|3|YOUR 3RD + UNIT COSTS||
