id|name|legend|faction_id|description|
000008526|Templar Vows|On the eve of battle, the Black Templars gather to be led in prayer and contemplation by their champions. United in their hatred of the foe, they swear a mighty vow to uphold in the battle ahead.|SM|If your Army Faction is <span class="kwb">ADEPTUS</span> <span class="kwb">ASTARTES</span>, at the start of the first battle round, select one of the following Vows to be active for <span class="kwb">ADEPTUS</span> <span class="kwb">ASTARTES</span> units from your army. While a Vow is active for a unit from your army, that unit has the associated ability shown below.<br><br><div class="BreakInsideAvoid"><table max-width="480px" border="0" cellpadding="3" style="border-width:0px"><tbody><tbody><tr><td class="td_w"><p style="display:block" class="impact18">Abhor the Witch, Destroy the Witch</p><p><ul><li>This unit’s melee attacks that target a <span class="tooltip00123" data-tooltip-content="#tooltip_content00123" data-tooltip-anchor="#tooltip_content00123"><span class="kwb kwbu">PSYKER</span></span> unit have <span class="kwb"><span class="tooltip00122" data-tooltip-content="#tooltip_content00122"><span class="tt kwbu">[PRECISION]</span></span></span>.</li><li>When this unit <b><a href="/wh40k11ed/the-rules/core-rules/#2.-Charge-Step">declares a charge</a></b>, If an enemy <span class="kwb">PSYKER</span> unit is within 12" of this unit, you can use this part of this ability. If you do:<br><ul><li>This unit can re-roll that <b><a href="/wh40k11ed/the-rules/core-rules/#2.-Charge-Step">charge roll</a></b>.</li><li>This unit must end that <b><a href="/wh40k11ed/the-rules/core-rules/#2.-Charge-Step">charge move</a></b> <b><span class="tooltip00005" data-tooltip-content="#tooltip_content00005"><span class="tt kwbu">engaged</span></span></b> with one or more of those enemy <span class="kwb">PSYKER</span> units.</li></ul></li></ul></p></td></tr></tbody></tbody></table></div><div class="BreakInsideAvoid"><table max-width="480px" border="0" cellpadding="3" style="border-width:0px"><tbody><tbody><tr><td class="td_w"><p style="display:block" class="impact18">Accept Any Challenge, No Matter the Odds</p><p>Each time a model in this unit makes a melee attack, if the Strength characteristic of that attack is less than or equal to the Toughness characteristic of the target, add 1 to the <span class="tooltip00019" data-tooltip-content="#tooltip_content00019"><span class="tt kwbu">Wound</span> <span class="tt kwbu">roll</span></span>.</p></td></tr></tbody></tbody></table></div><div class="BreakInsideAvoid"><table max-width="480px" border="0" cellpadding="3" style="border-width:0px"><tbody><tbody><tr><td class="td_w"><p style="display:block" class="impact18">Suffer Not the Unclean to Live</p><p>This unit is eligible to <a href="/wh40k11ed/the-rules/core-rules/#2.-Charge-Step">declare a charge</a> in a turn in which it <a href="/wh40k11ed/the-rules/rules-appendix/#You">Fell Back</a>, and each time a model in this unit makes a <a href="/wh40k11ed/the-rules/core-rules/#2.-Pile-In">Pile-in</a> or <b><a href="/wh40k11ed/the-rules/core-rules/#_3.-FIGHT">Consolidation move</a></b>, it does not need to end that move closer to the closest enemy model, provided it ends that move as close as possible to the closest enemy unit.</p></td></tr></tbody></tbody></table></div><div class="BreakInsideAvoid"><table max-width="480px" border="0" cellpadding="3" style="border-width:0px"><tbody><tbody><tr><td class="td_w"><p style="display:block" class="impact18">Uphold the Honour of the Emperor</p><p>If this unit has the <span class="tooltip00124" data-tooltip-content="#tooltip_content00124" data-tooltip-anchor="#tooltip_content00124"><span class="kwb kwbu">INFANTRY</span></span> keyword:<br><ul><li>At the end of your <a href="/wh40k11ed/the-rules/core-rules/#Command-Phase">Command phase</a>, if this unit is within range of an objective marker you control, that objective marker remains under your control until your opponent’s Level of Control over that objective marker is greater than yours at the end of a phase.</li><li>If the mission you are playing features Actions, this unit is eligible to start to perform an Action in a turn in which it <span class="tooltip00006" data-tooltip-content="#tooltip_content00006"><span class="tt kwbu">Advanced</span></span>.</li></ul></p></td></tr></tbody></tbody></table></div>|
000008533|Towering Example||TL|When mustering your army, if your Army Faction is <span class="kwb">ADEPTUS</span> <span class="kwb">TITANICUS</span>, ignore the Select Detachment Rules step. In the Select Warlord step, select one <span class="kwb">ADEPTUS</span> <span class="kwb">TITANICUS</span> model from your army to be your <span class="kwb">WARLORD</span>, even though that model does not have the <span class="kwb">CHARACTER</span> keyword. Your army has the Take and Hold force disposition.|
000008534|Titanic Support||TL|If every model in your army has the <span class="kwb">IMPERIUM</span> keyword, you can include 1 <span class="kwb">ADEPTUS</span> <span class="kwb">TITANICUS</span> model in your army, even if it does not have the Faction keyword you selected in the Select Army Faction step.|
000008535|Titanicus Traitoris||TL|You can use the <span class="kwb">ADEPTUS</span> <span class="kwb">TITANICUS</span> datasheets in this document to represent <span class="kwb">TITANICUS</span> <span class="kwb">TRAITORIS</span> models if you wish. To do so, on those datasheets and on this Army Rules card, replace all instances of the <span class="kwb">IMPERIUM</span> keyword with <span class="kwb">CHAOS</span>, and replace all instances of the <span class="kwb">ADEPTUS</span> <span class="kwb">TITANICUS</span> Faction keyword with <span class="kwb">TITANICUS</span> <span class="kwb">TRAITORIS</span>. For the purposes of points values, use those published for the equivalent <span class="kwb">ADEPTUS</span> <span class="kwb">TITANICUS</span> models.|
000008536|Designer’s Note||TL|<b>Designer’s Note:</b> <i>Titans are colossal war machines that can turn the tide of battle. As such, the points values of some of these models are greater than even Onslaught-sized battles can accommodate; they are designed for battlefields of the most apocalyptic scale you can imagine!</i>|
000008538|Super-heavy Walker||TL|Each time a model with this ability makes a Normal, Advance or Fall Back move, it can move over models (excluding <span class="kwb">TITANIC</span> models) and terrain features that are 4" or less in height as if they were not there.|
000008767|The Unforgiven|None fight with more grim determination than the sons of the Lion, and their specialised companies - known as the Deathwing and the Ravenwing in the case of the Dark Angels - are the bane of their terrified foes.|SM|<ul><li>If an <span class="kwb">ADEPTUS</span> <span class="kwb">ASTARTES</span> unit has a second Faction keyword on its datasheet, that Faction keyword is the name of that units Chapter. For example, Asmodai has both the <span class="kwb">ADEPTUS</span> <span class="kwb">ASTARTES</span> and <span class="kwb">DARK</span> <span class="kwb">ANGELS</span> Faction keywords, and is therefore from the Dark Angels Chapter.</li><li>You cannot include units from more than one Chapter in your army.</li></ul><br><b>Designer’s Note:</b> The rules presented in this section assume that the <span class="kwb">ADEPTUS</span> <span class="kwb">ASTARTES</span> units in your army are from the Dark Angels Chapter, but they can also be used to represent any Dark Angels successor Chapter, such as one described in the background section of this book, or even one of your own invention. However, players who wish to faithfully recreate the Dark Angels Chapter on the tabletop should only include Dark Angels Epic Heroes if their collection is intended to represent the First Founding Chapter itself; Ezekiel is the Chief Librarian of the Dark Angels, for example, and not of any of their successors.|
000008768|The Ravenwing||SM|The following <span class="kwb">ADEPTUS</span> <span class="kwb">ASTARTES</span> units gain the Ravenwing keyword if they are drawn from the Dark Angels Chapter:<br><ul><li>Mounted units</li><li>Vehicle units that can <span class="kwb">FLY</span></li></ul>|
000008808|The Deathwing||SM|The following <span class="kwb">ADEPTUS</span> <span class="kwb">ASTARTES</span> units gain the Deathwing keyword if they are drawn from the Dark Angels Chapter:<br><ul><li>Terminator units</li><li>Bladeguard Ancient, Bladeguard Veteran Squad, Sternguard Veteran Squad and Vanguard Veteran Squad with Jump Packs units</li><li>Land Raider, Land Raider Crusader, Land Raider Redeemer, Repulsor and Repulsor Executioner units</li><li>Dreadnought units</li></ul>|
000009183|The Sons of Sanguinius|The noble Blood Angels favour swift, mobile warfare. Clad in crimson, the Sons of Sanguinius close in on their foes with lightning speed. Above, angels clad in burnished gold soar from the heavens to crash into their foes. The Death Company, afflicted by a terrible genetic curse, thunder into the foe with inhuman savagery, their black plate flecked with the blood of their victims.|SM|<ul><li>If an <span class="kwb">ADEPTUS</span> <span class="kwb">ASTARTES</span> unit has a second Faction keyword on its datasheet, that Faction keyword is the name of that unit's Chapter. For example, Lemartes has both the <span class="kwb">ADEPTUS</span> <span class="kwb">ASTARTES</span> and <span class="kwb">BLOOD</span> <span class="kwb">ANGELS</span> Faction keywords, and is therefore from the Blood Angels Chapter.</li><li>You cannot include units from more than one Chapter in your army.</li></ul><br><b>Designer’s Note:</b> <i>The rules presented in this section assume that the <span class="kwb">ADEPTUS</span> <span class="kwb">ASTARTES</span> units in your army are from the Blood Angels Chapter, but they can also be used to represent any Blood Angels successor Chapter, such as one described in the background section of this book, or even one of your own invention. However, players who wish to faithfully recreate the Blood Angels Chapter on the tabletop should only include Blood Angels Epic Heroes if their collection is intended to represent the First Founding Chapter itself; Mephiston is the Chief Librarian of the Blood Angels, for example, and not of any of their successors.</i>|
